Period SHA SHB XAB XBA DIAp DIBp
282 0.22102640433865323 0.1763076600244882 16 18 0.4143516588155087 0.5856483411844913
283 0.22251219143163173 0.19067124130286214 16 19 0.4031468839525102 0.5968531160474899
284 0.2353292193900769 0.19209212956774255 17 19 0.39983660249224084 0.600163397507759
285 0.2349479261419712 0.20608658903475252 17 19 0.3944212928336573 0.6055787071663427
286 0.2305892810007558 0.2072015971628177 17 20 0.3899501267326733 0.6100498732673266
287 0.2419511182473382 0.2045629121178905 17 20 0.38021171479155347 0.6197882852084465
288 0.24159197910071836 0.20106711413821887 17 20 0.3732034140041698 0.6267965859958301
289 0.2374626923947398 0.19731206786432232 17 20 0.3764656146557319 0.623534385344268
290 0.23254383463761258 0.1938555804044218 17 20 0.3687674599872472 0.6312325400127529
291 0.22776887471370857 0.19083513008551029 17 20 0.36189938050559356 0.6381006194944066
292 0.22315237948103922 0.18800595405905068 17 20 0.3633117573823102 0.6366882426176897
293 0.21860471443159624 0.1851960188323911 17 21 0.36741785095110086 0.6325821490488991
294 0.23041057140516114 0.18216584540797195 18 21 0.3771270333326135 0.6228729666673866
295 0.23052994357052065 0.1957503203644693 18 22 0.37463666223576386 0.6253633377642362
296 0.24357198399136615 0.19767878788773924 18 22 0.37189786798128055 0.6281021320187195
297 0.243343934401185 0.19550405526363965 19 22 0.3835475090425888 0.6164524909574112
298 0.23883086601435044 0.2084833376967794 19 23 0.38756221326888196 0.612437786731118
299 0.24970923520435195 0.20936220106748146 19 24 0.38502878361348836 0.6149712163865115
300 0.26449295086924485 0.2058626973016091 19 25 0.40186041505535824 0.5981395849446418
301 0.27975023025807716 0.2008523008934123 20 25 0.40960307933308876 0.5903969206669112
302 0.27780436656249957 0.21169560146918237 20 25 0.41992085061608847 0.5800791493839116
303 0.27038489920816455 0.210500180744541 21 25 0.4243331153311424 0.5756668846688576
304 0.26150020302604704 0.22207286124936382 22 25 0.4242666376684842 0.5757333623315157
305 0.2523618631229408 0.23716872488713228 22 25 0.42705244995878244 0.5729475500412176
306 0.24330177687281374 0.23621503157796905 23 26 0.43154831139044564 0.5684516886095544
307 0.2511262105509929 0.24681822541051768 23 27 0.42983696233838664 0.5701630376616132
308 0.26370490062639307 0.2439123742965186 23 27 0.438228540280325 0.561771459719675
309 0.2608775406051417 0.23689366024444136 23 27 0.4374747026940959 0.5625252973059042
310 0.2530274179955283 0.22853300813824753 23 27 0.44619235250541844 0.5538076474945817
311 0.24388647480037132 0.22005257667613148 23 27 0.4455609470967578 0.554439052903242
312 0.2350037441098706 0.21217535200110113 23 27 0.4347529725153497 0.5652470274846503
313 0.22660904214580355 0.20486062730852783 24 27 0.4314345595428608 0.5685654404571392
314 0.21854522933104156 0.2143639592654279 24 28 0.43456578294371334 0.5654342170562867
315 0.2272455993616738 0.21221170172917425 25 28 0.43788968088939356 0.5621103191106065
316 0.22456304444769426 0.22313048364366472 25 29 0.43325434363535337 0.5667456563646466
317 0.23476537602696199 0.22114482510559277 25 30 0.4373886504909679 0.562611349509032
318 0.24823070498014826 0.21474550761285893 25 30 0.4505594515154821 0.5494405484845178
319 0.24570774280285543 0.20711673288657434 25 31 0.4523822480994471 0.5476177519005528
320 0.25483644047549187 0.19943755715729725 25 31 0.4499740697238368 0.5500259302761633
321 0.25056337054496985 0.19175108150643488 26 31 0.45751199681710714 0.5424880031828928
322 0.2423715580524423 0.20095937800337155 26 31 0.45328279260764953 0.5467172073923504
323 0.23320515493726493 0.19863521708803508 26 31 0.45390371830342835 0.5460962816965715
324 0.22396471092287304 0.1926979089212425 26 31 0.45619405901167953 0.5438059409883204
325 0.2147835104583884 0.18559967941203487 26 32 0.46307586212292495 0.536924137877075
326 0.22184498107558664 0.1777918197637653 26 32 0.48075683141908515 0.5192431685809148
327 0.21688408209434581 0.1696451666482463 26 32 0.49220797435455516 0.5077920256454448
328 0.20841189727858225 0.16175675157883088 26 32 0.4894341283328479 0.5105658716671522
329 0.19918439987771214 0.15427521337438257 26 32 0.4875657243119914 0.5124342756880085
330 0.18971738932382384 0.14686001877643406 26 32 0.4970155370549141 0.5029844629450859
331 0.18056625171470275 0.13978784738283767 26 32 0.5052212952082125 0.49477870479178754
